CIK,CompanyName,Category,Assets,Liabilies,PretaxIncome_Dom,PretaxIncome_For,PropertyPlantEquip,Tax_For,Tax_Total,Mean_TH,Haven_Aggressiveness
1365135,Western Union Co,"Finance, Insurance, And Real Estate",8996.8,9306.6,-11.4,1002.8,270.4,85.4,139.5,0.35,2
1362705,Sanchez Midstream Partnrs Lp,"Transportation, Communications, Electric, Gas, And Sanitary Services",486.685,201.448,NA,NA,198.334,0,0.19,0,1
1364250,Douglas Emmett Inc,"Finance, Insurance, And Real Estate",8261.709,4413.279,NA,NA,1.101,0,0,0,1
1359841,Hanesbrands Inc,Manufacturing,7255.958,6285.675,-60.806,707.687,607.688,7.269,93.797,0.353,2
1274494,First Solar Inc,Manufacturing,7121.362,1908.959,-49.353,162.5,2064.851,8.788,3.441,0.3,2
1353406,Independence Energy Corp,Wholesale Trade,2.215,2.106,NA,NA,0.699,0,0,0,1
1121702,Yield10 Bioscience Inc,Manufacturing,8.194,2.481,-12.273,3.103,1.385,0,0,0,1
1366868,Globalstar Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",1045.482,686.537,28.699,-35.09,882.695,0.095,0.125,0.423,3
1363958,Western Capital Resources,Retail Trade,80.44,15.756,NA,NA,9.946,0,-0.619,0,1
1113148,Infinity Pharmaceuticals Inc,Manufacturing,60.215,7.756,NA,NA,0.028,0,0,0,1
1325670,Southern National Bancorp Va,"Finance, Insurance, And Real Estate",2701.295,2353.005,NA,NA,32.352,NA,9.614,0,1
1370450,Willdan Group Inc,Services,301.836,157.547,NA,NA,7.998,0,2.131,0,1
1270436,Cohen & Company Inc,"Finance, Insurance, And Real Estate",5654.452,5612.014,-4.082,-0.746,1.133,0.026,-0.841,0,1
1361538,Primoris Services Corp,Construction,1594.147,987.164,111.002,2.356,375.884,0.674,25.765,0.1,1
7431,Armstrong World Industries,Manufacturing,1873.5,1612.3,234,8.7,501,2.1,53.1,0,1
1368458,Sally Beauty Holdings Inc,Retail Trade,2097.414,2365.97,300.427,28,308.357,11.039,70.38,0.208,2
1111928,Ipg Photonics Corp,Manufacturing,2574.45,368.215,146.855,387.54,543.068,125.431,130.226,0.5,3
1369568,Catalyst Pharmaceuticals Inc,Manufacturing,60.45,9.666,NA,NA,0.245,0,0,0,1
1368148,Athersys Inc,Manufacturing,61.73,18.614,NA,NA,3.002,0,0,0,1
1367644,Emergent Biosolutions Inc,Manufacturing,2229.4,1218.5,71,10.5,510.2,6,18.8,0.143,1
1282631,Netlist Inc,Manufacturing,24.865,30.537,-16.568,-0.554,0.279,0,-0.002,0.667,4
1304161,Pharma-Bio Serv Inc,Services,25.378,5.114,NA,NA,0.298,NA,2.786,0,1
1624826,Mpm Holdings Inc,Manufacturing,2830,2234,-89,200,1148,43,44,0.45,3
1316517,Kandi Technologies Group,Manufacturing,428.829,203.206,-1.909,3.985,82.046,0,7.771,1,5
1341141,Catchmark Timber Trust,"Finance, Insurance, And Real Estate",804.772,483.116,NA,NA,NA,0,0,0,1
1374535,Altra Industrial Motion Corp,Manufacturing,4337.243,2489.047,-7.499,59.247,364.433,17.53,16.407,0.214,2
809248,Carrols Restaurant Group Inc,Retail Trade,600.251,414.711,NA,NA,289.817,0,-0.157,0,1
1372807,Portman Ridge Finance Corp,"Finance, Insurance, And Real Estate",285.465,127.444,NA,NA,0,0,0,0,1
1368265,Clean Energy Fuels Corp,Retail Trade,699.082,174.073,-9.153,0.311,350.568,0,0.341,0,1
1635261,Msb Financial Corp,"Finance, Insurance, And Real Estate",584.5,517.854,NA,NA,8.18,NA,1.811,1,5
1368622,Aerovironment Inc,Manufacturing,508.844,46.269,NA,NA,16.905,NA,4.641,0.6,3
1377789,Aviat Networks Inc,Manufacturing,156.061,98.545,7.718,-6.452,17.179,2.043,-1.036,0.385,2
1379041,Employers Holdings Inc,"Finance, Insurance, And Real Estate",3919.2,2901,NA,NA,18.2,0,28.2,0,1
1378950,Us Auto Parts Network Inc,Retail Trade,97.965,59.143,-5.696,0.479,15.184,0.112,-0.328,0.333,2
1360214,Harrow Health Inc,Manufacturing,49.451,24.7,NA,NA,6.375,NA,0,0.25,2
1138723,Accuray Inc,Manufacturing,378.727,330.095,-30.747,7.726,23.698,0.785,0.878,0.375,2
1381197,Interactive Brokers Group,"Finance, Insurance, And Real Estate",60547,53391,1029,167,20,32,71,0.333,2
1382230,Essa Bancorp Inc,"Finance, Insurance, And Real Estate",1833.79,1654.604,NA,NA,14.601,NA,5.664,0,1
1102392,Royal Energy Resources Inc,Mining,255.959,133.982,NA,NA,180.114,0,-5.37,0,1
1366246,Glu Mobile Inc,Services,314.433,137.12,-12.396,-0.254,13.888,0.5,0.549,0.25,2
1349436,Sandridge Energy Inc,Mining,1024.338,176.617,NA,NA,949.949,0,-0.071,0,1
1383650,Cheniere Energy Partners Lp,Wholesale Trade,17974,17174,NA,NA,15390,0,0,0,1
1383312,Broadridge Financial Solutns,Services,3304.7,2210.4,450,111,204.1,43.4,133.1,0.304,2
1385613,Greenlight Capital Re Ltd,"Finance, Insurance, And Real Estate",1435.445,955.981,NA,NA,NA,NA,0.332,0.333,2
1393818,Blackstone Group Lp,"Finance, Insurance, And Real Estate",28924.65,15170.564,3308.202,204.739,120.372,42.128,249.39,0.286,2
1388430,Cai International Inc,Services,3012.617,2311.485,-5.391,86.874,2266.224,0.282,2.887,0.353,2
1293282,Techtarget Inc,Services,176.463,43.878,11.917,2.926,10.901,-0.055,1.888,0.5,3
1383414,Pennantpark Investment Corp,"Finance, Insurance, And Real Estate",1160.119,531.217,NA,NA,0,0,0,0,1
1145197,Insulet Corp,Manufacturing,928.744,716.645,-2.974,8.2,258.379,2.094,1.934,0.4,2
1385157,Te Connectivity Ltd,Manufacturing,20386,9555,-245,2485,3497,406,-344,0.344,2
1232524,Jazz Pharmaceuticals Plc,Manufacturing,5203.491,2446.069,170.666,358.797,200.358,NA,80.162,0.167,1
1393612,Discover Financial Svcs,"Finance, Insurance, And Real Estate",109553,98423,NA,NA,936,0,855,0.222,2
1031093,Silver Bull Resources Inc,Mining,10.73,1.128,-2.228,-1.288,5.221,NA,0.004,0.25,2
1411579,Amc Entertainment Holdings,Services,9495.8,8097.8,154.4,-30.7,3039.6,5,13.6,0.107,1
1393726,Tiptree Inc,"Finance, Insurance, And Real Estate",1864.918,1465.659,NA,NA,56.247,0.754,-5.909,0,1
1392972,Pros Holdings Inc,Services,436.967,382.068,NA,NA,14.676,NA,0.2,0,1
894158,Synthetic Biologics Inc,Manufacturing,30.141,3.686,NA,NA,0.607,0,0,0,1
1326003,Blackrock Capital Invt Corp,"Finance, Insurance, And Real Estate",693.632,206.612,NA,NA,0,0,0,0,1
1391933,Quaint Oak Bancorp Inc,"Finance, Insurance, And Real Estate",271.404,247.568,NA,NA,2.058,NA,0.667,0,1
1207074,Virtusa Corp,Services,1132.473,610.962,9.454,28.71,119.865,21.124,20.473,0.333,2
937556,Masimo Corp,Manufacturing,1154.818,185.753,173.848,39.928,165.972,5.014,20.233,0.294,2
1358071,Concho Resources Inc,Mining,26294,7526,NA,NA,22313,0,603,0,1
1390844,Wabco Holdings Inc,Manufacturing,3738.6,2473.4,36.2,427.5,553.6,65.5,49.3,0.367,2
1392091,Blueknight Energy Prtnrs Lp,"Transportation, Communications, Electric, Gas, And Sanitary Services",323.304,330.2,NA,NA,248.261,0,0.198,0,1
1411207,Allison Transmission Hldgs,Manufacturing,4237,3578,755,50,466,9,166,0,1
1296205,Zagg Inc,Manufacturing,378.011,219.52,44.236,5.293,16.118,0.617,10.34,0.833,5
1398659,Genpact Ltd,Services,3529.445,2125.263,NA,NA,212.715,74.709,80.763,0.364,2
1464790,B. Riley Financial Inc,Services,1957.71,1694.417,19.293,2.01,15.523,-0.352,4.903,0.091,1
1124610,Vmware Inc -Cl A,Services,14662,14111,1650,1233,1133,136,461,0.4,2
87050,Neonode Inc,Manufacturing,13.242,3.446,-1.583,-2.348,2.484,0.011,0.013,0.4,2
816761,Teradata Corp,Services,2360,1865,-79,106,295,19,-3,0.326,2
1353970,China Xd Plastics Co Ltd,Manufacturing,2753.519,1907.026,84.864,-8.838,775.941,0.993,7.713,0.6,3
1412100,Maiden Holdings Ltd,"Finance, Insurance, And Real Estate",5287.46,4732.544,-424.667,-25.184,NA,0.501,0.441,0.222,2
1368365,Remark Holdings Inc,Services,93.808,106.932,-10.465,-11.76,10.57,-0.14,-0.667,0.333,2
1408198,Msci Inc,"Finance, Insurance, And Real Estate",3387.952,3554.446,399,230.896,90.877,39.795,122.011,0.375,2
1397911,Lpl Financial Holdings Inc,"Finance, Insurance, And Real Estate",5477.468,4503.395,NA,NA,461.418,0,153.178,0,1
1407623,Retail Opportunity Invts Cp,"Finance, Insurance, And Real Estate",3003.071,1694.643,NA,NA,NA,0,0,0,1
1404624,Affinion Group Holdings Inc,Services,682,1939.4,-179.4,7.9,91.9,5.3,-27,0.25,2
1401564,First Financial Northwest,"Finance, Insurance, And Real Estate",1252.424,1098.686,NA,NA,21.331,NA,3.693,0,1
1606180,Aac Holdings Inc,Services,452.277,410.004,NA,NA,166.921,0,-3.004,0.167,1
1201792,American Public Education,Services,370.958,49.692,NA,NA,86.881,0,9.287,0,1
1405073,Approach Resources Inc,Mining,1084.647,495.402,NA,NA,1068.422,0,-4.347,0,1
1125376,Ensign Group Inc,Services,1181.958,579.618,NA,NA,618.874,0,22.841,0,1
1396033,Lumber Liquidators Hldgs Inc,Retail Trade,475.517,328.119,-52.473,-0.927,93.689,0.132,0.979,0.4,2
1403256,Och-Ziff Capital Mgmt Llc,"Finance, Insurance, And Real Estate",1447.391,879.186,NA,NA,43.25,2.735,12.5,0.5,3
1403853,Nuverra Environmental Solutn,Mining,295.936,99.509,NA,NA,215.64,0,0.207,0,1
1410172,Rubicon Technology Inc,Manufacturing,35.794,1.194,1.017,-0.03,2.728,0.024,0.024,0.333,2
1409171,Titan Machinery Inc,Retail Trade,792.438,457.127,10.994,5.16,138.95,1.76,3.972,0,1
1157408,K12 Inc,Services,741.963,154.774,NA,NA,28.868,1.444,-0.91,0.429,3
1409375,Orion Energy Systems Inc,Manufacturing,56.021,38.051,NA,NA,12.01,0,0.014,0,1
1406587,Forestar Group Inc,"Finance, Insurance, And Real Estate",893.146,218.568,NA,NA,4.352,0,-25.372,0,1
1415301,Del Friscos Resturnt Grp Inc,Retail Trade,726.032,512.45,NA,NA,287.803,0,-5.653,0.045,1
1548240,Yew Bio-Pharm Group Inc,Manufacturing,49.692,8.605,NA,NA,0.519,0,1.493,0.667,4
1427437,Entergy Texas Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",4400.02,2977.618,NA,NA,3414.608,NA,-26.243,0,1
1120370,Broadwind Energy Inc,Manufacturing,99.165,55.803,NA,NA,49.087,0,-0.205,0,1
1413898,A. H. Belo Corp,Manufacturing,142.348,71.762,NA,NA,26.261,0,-0.565,0,1
1425565,Real Goods Solar Inc,Manufacturing,16.26,5.478,NA,NA,0.778,0,0,0,1
1410636,American Water Works Co Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",19901,14037,NA,NA,16087,NA,222,0.091,1
1574774,Biotelemetry Inc,Services,586.801,276.316,NA,NA,48.377,1.897,-0.37,0.333,2
1403161,Visa Inc,"Finance, Insurance, And Real Estate",69225,35219,8088,4718,2472,754,2505,0.333,2
1420800,Colfax Corp,Manufacturing,6603.872,3126.926,-25.61,208.412,503.344,71.659,-0.021,0.32,2
1408710,Fabrinet,Manufacturing,1088.018,347.079,NA,NA,219.64,5.457,3.862,0.75,4
1413329,Philip Morris International,Manufacturing,39801,50540,NA,NA,7201,2425,2445,0.214,2
1420302,Logmein Inc,Services,3935.953,961.265,52.152,28.644,98.238,9.159,6.425,0.308,2
1340652,Chemocentryx Inc,Manufacturing,183.31,168.572,NA,NA,1.536,0,0,0,1
1421517,Energy Recovery Inc,Manufacturing,179.841,66.463,NA,NA,26.808,0.025,-10.653,0,1
1404912,Kkr & Co Inc,"Finance, Insurance, And Real Estate",50743.375,25360.766,NA,NA,676.462,41.716,-194.098,0.364,2
1421182,Verso Corp,Manufacturing,1699,793,NA,NA,1016,0,0,0,1
1423221,Quanex Building Products,Manufacturing,741.849,347.697,NA,NA,201.37,3.356,-0.875,0,1
1217234,Caredx Inc,Manufacturing,130.697,34.769,-41.109,-7.106,4.134,0.139,-1.434,0,1
1200375,Codexis Inc,Manufacturing,79.283,22.977,-10.653,-0.262,4.759,-0.013,-0.037,0,1
1421461,Intrepid Potash Inc,Mining,525.231,107.968,NA,NA,346.209,0,0.108,0,1
1426945,Echo Global Logistics Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",878.325,488.393,NA,NA,61.955,0,9.297,0,1
1400810,Hci Group Inc,"Finance, Insurance, And Real Estate",832.863,651.422,NA,NA,13.338,0.104,9.177,0.333,2
1439095,Mrc Global Inc,Wholesale Trade,2434,1387,95,0,140,8,21,0.24,2
1550603,Malvern Bancorp Inc,"Finance, Insurance, And Real Estate",1033.951,923.128,NA,NA,7.181,NA,4.276,0,1
1434842,Forbes Energy Services Ltd,Mining,256.385,164.955,NA,NA,148.608,-0.485,-0.403,0,1
1437071,Invesco Mortgage Capital Inc,"Finance, Insurance, And Real Estate",17813.505,15526.808,NA,NA,0,0,0,0,1
1627014,Black Knight Inc,Services,3653.4,1866.9,NA,NA,177.1,0.8,37.7,0,1
1267602,Alimera Sciences Inc,Manufacturing,54.108,51.386,-2.908,-13.368,1.355,0.759,0.106,0.5,3
718877,Activision Blizzard Inc,Services,17835,6478,432,1445,282,280,64,0.5,3
1434621,Lendingtree Inc,"Finance, Insurance, And Real Estate",896.115,549.907,NA,NA,23.175,0,-65.575,0,1
1433660,John Bean Technologies,Manufacturing,1442.5,985.6,55.2,73.8,239.7,20.2,24.6,0.32,2
1439288,Rexnord Corp,Manufacturing,3259.7,2028.7,174.8,64,383,21.6,53.4,0.258,2
1378992,Berry Global Group Inc,Manufacturing,9131,7697,373,104,2488,40,-19,0.278,2
1440024,Roadrunner Trans Systems Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",853.457,905.612,NA,NA,188.706,NA,-9.814,0.091,1
1441849,Cloud Peak Energy Inc,Mining,928.656,634.982,NA,NA,654.372,0,-1.917,0,1
700923,Myr Group Inc,Construction,748.755,424.291,48.393,-5.325,161.892,0,11.774,0,1
1178727,Drone Aviation Holding Corp,Manufacturing,3.557,2.485,NA,NA,0.053,0,0,0,1
1730168,Broadcom Inc,Manufacturing,50124,23467,-705,5250,2635,171,-8084,0.5,3
1394156,Diversified Restaurant Hldgs,Retail Trade,95.185,117.533,NA,NA,34.423,0,-1.683,0,1
1437106,Ascent Capital Group Inc,Services,1413.544,1978.973,-709.655,0,36.549,0,-11.611,0.25,2
1437226,Mastech Digital Inc,Services,92.584,58.308,7.52,1.894,2.208,0.807,2.723,0,1
1351285,Rosetta Stone Inc,Services,187.258,199.266,-21.873,2.209,36.405,1.006,1.809,0.182,1
30371,Duke Energy Carolinas Llc,"Transportation, Communications, Electric, Gas, And Sanitary Services",39960,28277,NA,NA,29245,NA,303,0.038,1
1435508,First Savings Financial Gp,"Finance, Insurance, And Real Estate",1034.406,934.161,NA,NA,13.013,NA,2.422,0,1
1124804,Allscripts Healthcare Soltns,Services,3181.484,1601.057,14.045,-0.907,121.913,5.015,0.469,0.333,2
1309402,Green Plains Inc,Manufacturing,2216.432,1153.443,NA,NA,886.576,NA,-16.726,0,1
1438231,Digimarc Corp,Manufacturing,61.787,5.172,NA,NA,3.955,0.011,0.039,0.25,2
1437283,Rego Payment Architectes Inc,Services,0.557,19.643,NA,NA,0,0,0,0,1
1449488,Csi Compressco Lp,Mining,826.744,759.341,-37.303,2.94,641.319,1.688,2.615,0.167,1
1530249,Fs Bancorp Inc,"Finance, Insurance, And Real Estate",1621.644,1441.606,NA,NA,29.11,NA,4.223,0,1
1441236,Clearwater Paper Corp,Manufacturing,1788.118,1361.722,-133.462,0,1269.271,0,10.305,0,1
1524741,U S Silica Holdings Inc,Mining,2900.84,1848.536,-232.597,2.644,1826.303,0.518,-29.132,0,1
1305323,Zovio Inc,Services,269.492,141.878,NA,NA,16.86,0,-7.582,0,1
1230058,Kaanapali Land Llc,"Finance, Insurance, And Real Estate",108.906,25.352,NA,NA,61.022,0,-0.762,0,1
1590799,Riverview Financial Corp,"Finance, Insurance, And Real Estate",1137.603,1023.693,NA,NA,18.208,NA,2.371,0,1
1456772,Office Properties Income Tr,"Finance, Insurance, And Real Estate",5238.583,3459.615,NA,NA,0,NA,0.117,0.25,2
1040719,Ditech Holding Corp,"Finance, Insurance, And Real Estate",11284.526,11302.649,NA,NA,66.26,0,-2.669,0,1
1527590,Ready Capital Corp,"Finance, Insurance, And Real Estate",3036.843,2472.768,NA,NA,NA,0,1.386,0,1
843006,Issuer Direct Corp,Services,28.952,3.289,NA,NA,0.132,0.073,0.373,0,1
1468328,Addus Homecare Corp,Services,355.388,79.855,NA,NA,10.658,0,4.498,0,1
1462418,Altisource Portfolio Soltns,Services,741.7,445.032,-22.513,23.912,45.631,9.614,4.098,0.133,1
25743,Therapeuticsmd Inc,Manufacturing,211.984,114.46,-132.617,0,0.473,0,0,0,1
1464423,Pennymac Mortgage Invest Tr,"Finance, Insurance, And Real Estate",7813.361,6247.229,NA,NA,0,0,5.19,0,1
1468174,Hyatt Hotels Corp,Services,7643,3966,652,299,3608,25,182,0.222,2
1262039,Fortinet Inc,Manufacturing,3078,2067.8,0.3,250.6,271.4,36.9,-81.3,0.364,2
1465128,Starwood Property Trust Inc,"Finance, Insurance, And Real Estate",68262.453,63362.264,425.127,1.4,NA,0.293,15.33,0.214,2
1444363,Gain Capital Holdings Inc,"Finance, Insurance, And Real Estate",1332.548,1034.775,3.158,33.333,30.579,8.354,8.514,0.6,3
1395942,Kar Auction Services Inc,Services,7206.2,5742,340.9,94.8,976.2,32,107.7,0.029,1
850261,Sorrento Therapeutics Inc,Manufacturing,624.087,416.587,NA,NA,24.384,-0.044,-6.274,0.2,1
1679688,Colony Capital Inc,"Finance, Insurance, And Real Estate",22215.249,11059.494,NA,NA,47.932,13.698,-59.781,0.2,1
1467760,Apollo Commercial Re Fin Inc,"Finance, Insurance, And Real Estate",5095.819,2586.072,NA,NA,0,0,0,0.333,2
1418819,Iridium Communications Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",4014.271,2412.694,-22.147,1.498,3370.855,1.163,-7.265,0,1
890447,Vertex Energy Inc,Wholesale Trade,84.16,33.172,NA,NA,47.284,0,0,0,1
1466538,Cowen Inc,"Finance, Insurance, And Real Estate",3346.303,2267.116,92.936,6,26.443,0.785,15.719,0.3,2
1460329,Fluent Inc,Services,293.269,86.103,NA,NA,1.38,0,0.046,0,1
1474098,Pebblebrook Hotel Trust,"Finance, Insurance, And Real Estate",6978.348,3208.418,NA,NA,NA,NA,1.742,0,1
1476150,Terreno Realty Corp,"Finance, Insurance, And Real Estate",1796.504,548.707,NA,NA,NA,0,0,0,1
1411342,Ellington Financial Inc,"Finance, Insurance, And Real Estate",3971.499,3376.329,NA,NA,0,0,0,0.333,2
1406666,Calix Inc,Manufacturing,317.08,165.146,-20.463,1.695,24.945,0.36,0.53,0.25,2
1477294,Sensata Technologes Hldg Plc,Manufacturing,6797.687,4189.253,68.027,458.348,787.178,64.666,-72.62,0.32,2
1092699,Sps Commerce Inc,Services,386.123,67.149,NA,NA,20.957,0.54,4.468,0.4,2
1489136,Semgroup Corp,Wholesale Trade,5210.307,3010.328,-53.517,52.493,3457.326,14.343,23.304,0.111,1
1325879,Aveo Pharmaceuticals Inc,Manufacturing,27.935,55.162,NA,NA,0,0,0,0,1
1429764,Blink Charging Co,Services,21.65,5.556,NA,NA,0.654,0,0,0.25,2
1089531,Kingold Jewelry Inc,Manufacturing,2699.814,2061.479,-1.646,82.929,5.395,16.187,31.736,1,5
1285550,Mri Interventions Inc,Manufacturing,7.857,6.346,NA,NA,0.378,0,0,0,1
1474439,Telenav Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",320.412,289.366,-90.775,2.669,6.987,1.048,1.012,0.25,2
860413,First Interstate Bancsystem,"Finance, Insurance, And Real Estate",13300.2,11606.3,NA,NA,245.2,NA,46.1,0,1
1411494,Apollo Global Management Llc,"Finance, Insurance, And Real Estate",5991.654,3539.814,NA,NA,19.99,4.208,86.021,0.412,3
844856,Healthier Choices Mngmt Corp,Manufacturing,15.173,6.746,NA,NA,0.497,0,0,0,1
1483510,Express Inc,Retail Trade,1086.627,501.449,NA,NA,364.279,0,10.66,0,1
1386278,Green Dot Corp,Services,2287.118,1377.306,NA,NA,120.269,0.443,5.114,0.167,1
1486159,Oasis Petroleum Inc,Mining,7626.142,3707.262,NA,NA,7027.109,0,-5.843,0,1
1374310,Cboe Global Markets Inc,"Finance, Insurance, And Real Estate",5321,2070.6,548.3,22.9,76.6,9.9,146,0,1
1288469,Maxlinear Inc,Manufacturing,738.831,338.895,16.405,-49.257,18.404,1.64,-6.653,0.333,2
1412347,Westmoreland Res Partners Lp,Mining,235.297,436.663,NA,NA,112.592,0,0,0,1
1337619,Envestnet Inc,"Finance, Insurance, And Real Estate",1313.747,681.145,-18.242,9.08,44.991,4.849,-13.172,0,1
1387467,Alpha And Omega Semiconductr,Manufacturing,667.049,240.887,4.219,1.437,331.656,2.898,0.708,0.5,3
1476045,Chatham Lodging Trust,"Finance, Insurance, And Real Estate",1439.709,632.291,NA,NA,NA,0,-0.028,0,1
1476765,Golub Capital Bdc Inc,"Finance, Insurance, And Real Estate",1835.552,866.698,NA,NA,0,0,0,0,1
1175454,Fleetcor Technologies Inc,Services,11202.477,7862.297,622.214,472.911,186.201,95.053,283.642,0.125,1
1227025,Neophotonics Corp,Manufacturing,340.576,180.336,-43.384,1.076,100.09,1.634,1.329,1,5
1481792,Quad/Graphics Inc,Manufacturing,2469.1,2008.9,-5.8,2.9,1257.4,2,-9.8,0.226,2
1485469,Tower International Inc,Manufacturing,1170.392,869.478,73.274,5.104,347.803,2.907,1.259,0.286,2
1472787,First American Financial Cp,"Finance, Insurance, And Real Estate",10630.635,6885.247,571.938,37.6,457.84,8.99,133.64,0,1
1568319,Voltari Corp,"Finance, Insurance, And Real Estate",23.494,27.209,-1.524,0,20.694,NA,0.002,0,1
1318605,Tesla Inc,Manufacturing,29739.614,23426.01,-412.133,-506.121,19691.231,23.622,57.837,0.231,2
1482512,Hudson Pacific Pptys Inc,"Finance, Insurance, And Real Estate",7070.879,3117.793,NA,NA,NA,0,0,0,1
1492915,Standard Financial Corp,"Finance, Insurance, And Real Estate",971.796,833.906,NA,NA,7.794,NA,2.248,0,1
1487101,Keyw Holding Corp,Services,675.981,385.751,NA,NA,21.073,0,-4.734,0,1
1488139,Ameresco Inc,Construction,1161.634,770.04,46.542,-4.152,466.937,0.03,4.813,0.154,1
1487952,Vishay Precision Group Inc,Manufacturing,326.383,107.93,-7.897,41.886,59.419,8.982,10.344,0.35,2
1176373,Tier Reit Inc,"Finance, Insurance, And Real Estate",1617.551,840.07,NA,NA,NA,NA,0.834,0,1
1472468,Xt Energy Group Inc,Manufacturing,59.028,55.571,NA,NA,11.967,0.171,0.18,1,5
1490892,Coresite Realty Corp,"Finance, Insurance, And Real Estate",1853.667,1519.034,NA,NA,5.006,NA,-0.01,0,1
1495320,Vera Bradley Inc,Manufacturing,362.148,67.445,24.426,3.8,77.951,0.61,7.469,0.667,4
1486957,Bwx Technologies Inc,Manufacturing,1655.096,1419.395,231.721,48.424,439.239,16.117,52.84,0,1
1426800,Assembly Biosciences Inc,Manufacturing,268.045,57.392,NA,NA,0.557,0,1.099,0.333,2
